"svspp","stocks","biomass","treatment","year","total","ztotal","lowerci","upperci","ciflag"
"301","sne","yes","NNY","2007","388416.358090021","388416.358090021","221176.77421065","555643.860536887","0"
"301","sne","yes","NNY","2008","1117442.61576353","1117442.61576353","659691.401279481","1575187.20330348","0"
"301","sne","yes","NNY","2009","669217.437472044","669217.437472044","419447.370570668","1260131.44294437","0"
"301","sne","yes","NNY","2010","782201.159492253","782201.159492253","520485.022510992","1077824.18856622","0"
"301","sne","yes","NNY","2011","928091.198037706","928091.198037706","519843.927482747","1243577.33255203","0"
"301","sne","yes","NNY","2012","1506324.21906062","1506324.21906062","1065746.28818331","1936448.59570392","0"
"301","sne","yes","NNY","2013","1306220.63395718","1306220.63395718","838133.539503267","1731297.20678214","0"
"301","sne","yes","NNY","2014","674659.664837317","674659.664837317","455177.471840932","894087.720416392","0"
"301","sne","yes","NNY","2015","329582.728184003","329582.728184003","224849.545666744","468778.84558673","0"
"301","sne","yes","NNY","2016","601241.96647046","601241.96647046","398716.826070183","763344.918751052","0"
"301","sne","yes","NNY","2017","0",NA,"0","0","0"
"301","sne","yes","NNY","2018","634183.923546643","634183.923546643","393793.521431284","1076037.50769845","0"
"301","sne","yes","YNY","1976","715819.663990439","715819.663990439","444594.273870837","1004338.7286573","0"
"301","sne","yes","YNY","1977","946126.530730199","946126.530730199","518181.84189886","1334939.93835247","0"
"301","sne","yes","YNY","1978","1315157.04050965","1315157.04050965","846910.662272216","1710905.22040582","0"
"301","sne","yes","YNY","1979","1166985.97167701","1166985.97167701","883971.357180407","1542851.30012556","0"
"301","sne","yes","YNY","1980","1083580.84817991","1083580.84817991","742062.643935926","1406691.47410295","0"
"301","sne","yes","YNY","1981","3996174.14560506","3996174.14560506","2513708.83307676","5547432.00059684","0"
"301","sne","yes","YNY","1982","1091095.23118984","1091095.23118984","735952.583125872","1491456.85794324","0"
"301","sne","yes","YNY","1983","627788.891935578","627788.891935578","445393.445139374","1594526.3092913","0"
"301","sne","yes","YNY","1984","1321895.01397989","1321895.01397989","790413.613125493","1892063.78844541","0"
"301","sne","yes","YNY","1985","1580458.02432979","1580458.02432979","996173.686998802","2210768.65023951","0"
"301","sne","yes","YNY","1986","1598001.4452441","1598001.4452441","870920.776093208","2136597.18873428","0"
"301","sne","yes","YNY","1987","649477.947847477","649477.947847477","370379.867081898","906358.810566441","0"
"301","sne","yes","YNY","1988","1218828.15088188","1218828.15088188","677251.012649922","2826392.71757425","0"
"301","sne","yes","YNY","1989","1116509.13889499","1116509.13889499","820491.031801377","1550284.48406537","0"
"301","sne","yes","YNY","1990","1649194.71179642","1649194.71179642","1169488.84527791","2111288.44966459","0"
"301","sne","yes","YNY","1991","2384363.16406922","2384363.16406922","1102737.56128719","2357758.68560311","0"
"301","sne","yes","YNY","1992","1976370.11627931","1976370.11627931","1291419.5270284","2796226.74870616","0"
"301","sne","yes","YNY","1993","748204.960241899","748204.960241899","442249.151552538","1083877.96724363","0"
"301","sne","yes","YNY","1994","275992.405739606","275992.405739606","99758.34870881","462618.386364745","0"
"301","sne","yes","YNY","1995","1421810.73516298","1421810.73516298","789834.040627489","2002484.9687617","0"
"301","sne","yes","YNY","1996","2072639.00798449","2072639.00798449","1339237.58819519","3944634.494133","0"
"301","sne","yes","YNY","1997","3093082.10248744","3093082.10248744","1297577.11210255","4161115.60296859","0"
"301","sne","yes","YNY","1998","1636699.51705266","1636699.51705266","926036.353433952","2150867.33859957","0"
"301","sne","yes","YNY","1999","870054.82770197","870054.82770197","591578.916306806","1224614.51712877","0"
"301","sne","yes","YNY","2000","2212582.29773191","2212582.29773191","1578932.64891821","2952421.4509636","0"
"301","sne","yes","YNY","2001","1653950.91555924","1653950.91555924","861303.957250539","2469205.6077186","0"
"301","sne","yes","YNY","2002","311634.488192543","311634.488192543","144570.273330748","487165.910172608","0"
"301","sne","yes","YNY","2003","339202.709644598","339202.709644598","207275.838359135","540429.231626231","0"
"301","sne","yes","YNY","2004","780284.795285588","780284.795285588","319087.330720483","1068507.50289777","0"
"301","sne","yes","YNY","2005","1107873.77794138","1107873.77794138","720934.365844991","1561853.40403521","0"
"301","sne","yes","YNY","2006","629253.513883411","629253.513883411","413347.243463122","846266.687253315","0"
"301","sne","yes","YNY","2007","403765.682414637","403765.682414637","236521.355355345","570995.323881219","0"
"301","sne","yes","YNY","2008","1101461.88325968","1101461.88325968","642458.336566228","1559190.46862875","0"
"301","sne","yes","YNY","2009","668394.737766286","668394.737766286","397699.150577223","1245809.3794474","0"
"301","sne","yes","YNY","2010","805902.51300955","805902.51300955","539071.394625172","1096448.96064472","0"
"301","sne","yes","YNY","2011","845009.411183916","845009.411183916","447577.134898218","1159820.38546558","0"
"301","sne","yes","YNY","2012","1497609.98175023","1497609.98175023","1074989.8526426","1921660.73535571","0"
"301","sne","yes","YNY","2013","1304256.17441562","1304256.17441562","846936.352920816","1734236.78850645","0"
"301","sne","yes","YNY","2014","721586.113152896","721586.113152896","502164.519396612","941082.820457637","0"
"301","sne","yes","YNY","2015","329796.080996675","329796.080996675","223936.926638414","464409.098980678","0"
"301","sne","yes","YNY","2016","647732.315659739","647732.315659739","440797.035158618","809177.679111579","0"
"301","sne","yes","YNY","2017","0",NA,"0","0","0"
"301","sne","yes","YNY","2018","634660.351269995","634660.351269995","394821.433540217","1046356.07626607","0"
"301","sne","yes","NNN","1976","1891649.83129483","1891649.83129483","910169.564198031","2920554.50747053","0"
"301","sne","yes","NNN","1977","2213302.98863248","2213302.98863248","872052.471731722","3759862.46856462","0"
"301","sne","yes","NNN","1978","2225593.15184018","2225593.15184018","1181904.83044996","3291308.93718655","0"
"301","sne","yes","NNN","1979","1307285.00869059","1307285.00869059","840459.541207216","1835088.44452376","0"
"301","sne","yes","NNN","1980","1440309.25711942","1440309.25711942","785117.751436622","2211129.79548587","0"
"301","sne","yes","NNN","1981","4606659.87670148","4606659.87670148","2289119.12122841","7051370.42323153","0"
"301","sne","yes","NNN","1982","2086835.10459271","2086835.10459271","1080601.3182337","3066572.60933354","0"
"301","sne","yes","NNN","1983","2179149.22351907","2179149.22351907","1090708.9420461","3382906.71412634","0"
"301","sne","yes","NNN","1984","3859557.76462334","3859557.76462334","1225653.41119577","6911999.58271535","0"
"301","sne","yes","NNN","1985","2351317.72907137","2351317.72907137","1220267.67571595","3624956.97640996","0"
"301","sne","yes","NNN","1986","3138327.606165","3138327.606165","865652.196453359","5303812.26647912","0"
"301","sne","yes","NNN","1987","1032155.78093657","1032155.78093657","474576.57735531","1792639.16832259","0"
"301","sne","yes","NNN","1988","2167298.19578379","2167298.19578379","874788.434962237","3680334.33106677","0"
"301","sne","yes","NNN","1989","2402671.68005589","2402671.68005589","1352174.6593597","3656358.70986221","0"
"301","sne","yes","NNN","1990","3174631.39287125","3174631.39287125","1375828.52814595","5891294.85253404","0"
"301","sne","yes","NNN","1991","2633555.90837932","2633555.90837932","1446758.19897506","3729220.06901969","0"
"301","sne","yes","NNN","1992","3370024.21406366","3370024.21406366","1554265.64283185","5572728.14869948","0"
"301","sne","yes","NNN","1993","1436840.65944874","1436840.65944874","686027.986090637","2177594.63753178","0"
"301","sne","yes","NNN","1994","1367679.42339833","1367679.42339833","516672.893150535","2206751.34205049","0"
"301","sne","yes","NNN","1995","2047632.92406256","2047632.92406256","1051713.16045412","3445291.21966409","0"
"301","sne","yes","NNN","1996","4122198.89449761","4122198.89449761","2262827.2298013","6262380.75611694","0"
"301","sne","yes","NNN","1997","4463525.08137011","4463525.08137011","1622723.55705992","7429395.93481592","0"
"301","sne","yes","NNN","1998","2808598.14720723","2808598.14720723","1491539.61136244","4120517.9740871","0"
"301","sne","yes","NNN","1999","1685276.03198952","1685276.03198952","845974.527118546","2589207.29458461","0"
"301","sne","yes","NNN","2000","3202697.67199663","3202697.67199663","1448693.4239266","5075023.8860468","0"
"301","sne","yes","NNN","2001","3434908.60183318","3434908.60183318","1306846.83896761","5527957.19206443","0"
"301","sne","yes","NNN","2002","656479.23621151","656479.23621151","323429.781658226","1113348.45564346","0"
"301","sne","yes","NNN","2003","872620.382117826","872620.382117826","391070.067753471","1430099.79995634","0"
"301","sne","yes","NNN","2004","2260456.07327381","2260456.07327381","678555.581781196","3871577.62370742","0"
"301","sne","yes","NNN","2005","1302416.4964468","1302416.4964468","751771.035200772","1870312.15295925","0"
"301","sne","yes","NNN","2006","1111557.90923244","1111557.90923244","665979.989233243","1578434.5924585","0"
"301","sne","yes","NNN","2007","1412919.7100366","1412919.7100366","388256.791724554","2444699.95093855","0"
"301","sne","yes","NNN","2008","1775555.03349789","1775555.03349789","922855.793694576","2633030.01834607","0"
"301","sne","yes","NNN","2009","1146500.12638659","1146500.12638659","603372.695664537","1753087.23740602","0"
"301","sne","yes","NNN","2010","2624382.03186509","2624382.03186509","1263539.27311202","4220155.29829199","0"
"301","sne","yes","NNN","2011","1563741.44455108","1563741.44455108","761549.917680079","2390808.94585169","0"
"301","sne","yes","NNN","2012","2246826.34716799","2246826.34716799","1327229.15088487","3238906.78470818","0"
"301","sne","yes","NNN","2013","2137070.26127414","2137070.26127414","1132371.48121474","3503682.85715399","0"
"301","sne","yes","NNN","2014","1763065.49062195","1763065.49062195","895106.212767058","2722804.28553152","0"
"301","sne","yes","NNN","2015","1332649.57074825","1332649.57074825","571327.485962286","2644133.54724334","0"
"301","sne","yes","NNN","2016","1385524.99965944","1385524.99965944","757947.365004467","2075783.45157341","0"
"301","sne","yes","NNN","2017","0",NA,"0","0","0"
"301","sne","yes","NNN","2018","2012181.54866575","2012181.54866575","730506.565336109","3422150.63044903","0"
"301","sne","yes","YNN","1976","1892878.96222939","1892878.96222939","907001.205550628","2899973.20018936","0"
"301","sne","yes","YNN","1977","2157106.63746462","2157106.63746462","896723.028687042","3614743.4134992","0"
"301","sne","yes","YNN","1978","2263012.55199204","2263012.55199204","1205906.64066281","3309309.58845599","0"
"301","sne","yes","YNN","1979","1319655.00254333","1319655.00254333","893446.196599677","1819259.43334403","0"
"301","sne","yes","YNN","1980","1465291.71052938","1465291.71052938","738876.242515398","2212417.31344525","0"
"301","sne","yes","YNN","1981","5112297.63930609","5112297.63930609","2789230.79393108","7516876.4004913","0"
"301","sne","yes","YNN","1982","2240749.57479709","2240749.57479709","1214836.93393133","3219053.51288489","0"
"301","sne","yes","YNN","1983","2310041.20536465","2310041.20536465","1192261.48341571","3472118.41613608","0"
"301","sne","yes","YNN","1984","4120563.24844199","4120563.24844199","1467100.68021541","7143588.933919","0"
"301","sne","yes","YNN","1985","2299660.37446141","2299660.37446141","1144070.47860528","3461512.51472125","0"
"301","sne","yes","YNN","1986","3050326.24479068","3050326.24479068","758161.114477466","5183188.08950222","0"
"301","sne","yes","YNN","1987","994009.629885492","994009.629885492","411404.309560278","1741575.93446641","0"
"301","sne","yes","YNN","1988","2210397.32684806","2210397.32684806","929523.312412547","3707792.04281766","0"
"301","sne","yes","YNN","1989","2343024.87319301","2343024.87319301","1298166.22728241","3589378.22632027","0"
"301","sne","yes","YNN","1990","3231152.77353358","3231152.77353358","1005619.97144181","5442058.34593011","0"
"301","sne","yes","YNN","1991","2763367.45084177","2763367.45084177","1561773.85080406","3775071.41785786","0"
"301","sne","yes","YNN","1992","3583072.98755713","3583072.98755713","1794779.74864753","5729343.4065437","0"
"301","sne","yes","YNN","1993","1457859.07672578","1457859.07672578","729637.713222817","2174093.46058608","0"
"301","sne","yes","YNN","1994","1425468.39827724","1425468.39827724","561792.631071596","2247288.82194526","0"
"301","sne","yes","YNN","1995","2178198.5831354","2178198.5831354","1121928.06957952","3454504.26847298","0"
"301","sne","yes","YNN","1996","4388132.19425207","4388132.19425207","2525670.31923314","6536455.35578635","0"
"301","sne","yes","YNN","1997","4505141.93429444","4505141.93429444","1782029.27193919","7208253.73807077","0"
"301","sne","yes","YNN","1998","2882828.26543483","2882828.26543483","1544066.22952922","4134822.35682891","0"
"301","sne","yes","YNN","1999","1671045.84862007","1671045.84862007","812230.676290551","2551325.137682","0"
"301","sne","yes","YNN","2000","3568918.72577816","3568918.72577816","1793929.52734218","5394631.19988624","0"
"301","sne","yes","YNN","2001","3715710.27640448","3715710.27640448","1554228.4343402","5803765.62640364","0"
"301","sne","yes","YNN","2002","637819.895766216","637819.895766216","321954.874705938","1091839.57809904","0"
"301","sne","yes","YNN","2003","909809.087797102","909809.087797102","402184.420658638","1453731.26175161","0"
"301","sne","yes","YNN","2004","2296688.69546737","2296688.69546737","685080.113786906","3862867.49663124","0"
"301","sne","yes","YNN","2005","1347788.73001885","1347788.73001885","786787.347296509","1917986.51627329","0"
"301","sne","yes","YNN","2006","1144758.46460529","1144758.46460529","696264.206348523","1613039.66331066","0"
"301","sne","yes","YNN","2007","1362953.92338963","1362953.92338963","336958.203089603","2393445.28652022","0"
"301","sne","yes","YNN","2008","1684396.72714398","1684396.72714398","826344.224795496","2538875.6803964","0"
"301","sne","yes","YNN","2009","1132248.12129622","1132248.12129622","640622.420525532","1720411.89283878","0"
"301","sne","yes","YNN","2010","2732145.19098356","2732145.19098356","1403211.60559447","4356253.72539558","0"
"301","sne","yes","YNN","2011","1533874.90715192","1533874.90715192","748404.78839733","2290910.37649171","0"
"301","sne","yes","YNN","2012","2215250.72266147","2215250.72266147","1282554.32374785","3145645.09330242","0"
"301","sne","yes","YNN","2013","2214320.02212091","2214320.02212091","1118717.50278251","3545952.46155097","0"
"301","sne","yes","YNN","2014","1867338.57480874","1867338.57480874","960678.34214387","2799344.7560359","0"
"301","sne","yes","YNN","2015","1418932.81602738","1418932.81602738","503373.323319125","2645401.76288907","0"
"301","sne","yes","YNN","2016","1454966.58654324","1454966.58654324","819937.695472776","2131431.58583316","0"
"301","sne","yes","YNN","2017","0",NA,"0","0","0"
"301","sne","yes","YNN","2018","1987043.43864416","1987043.43864416","704619.65879157","3391026.48097033","0"
"301","sne","no","NYY","1976","1564079.97437845","1564079.97437845","1239769.17939759","1829657.58758218","0"
"301","sne","no","NYY","1977","2097873.39943849","2097873.39943849","1693555.84385301","2570170.49360602","0"
"301","sne","no","NYY","1978","1525528.3034958","1525528.3034958","1138316.76005579","1536814.91147459","0"
"301","sne","no","NYY","1979","1294170.2740772","1294170.2740772","1268704.02223379","1782961.8816502","0"
"301","sne","no","NYY","1980","1947570.67598483","1947570.67598483","1659360.91044376","2314392.99679222","0"
"301","sne","no","NYY","1981","1764477.66872186","1764477.66872186","1474914.81447825","2099449.36920375","0"
"301","sne","no","NYY","1982","1329988.02953193","1329988.02953193","1045585.4429056","1945487.35377194","0"
"301","sne","no","NYY","1983","1655884.00375098","1655884.00375098","1358756.66513771","2671716.98134834","0"
"301","sne","no","NYY","1984","1254716.57115129","1254716.57115129","992104.962162027","1673564.21972472","0"
"301","sne","no","NYY","1985","2302179.55880407","2302179.55880407","1603412.08321516","2826293.66524996","0"
"301","sne","no","NYY","1986","2469855.30107221","2469855.30107221","1965269.17681272","2939365.20625453","0"
"301","sne","no","NYY","1987","973859.557180962","973859.557180962","719486.916428348","1218031.25947691","0"
"301","sne","no","NYY","1988","1582724.98089088","1582724.98089088","1179578.26878878","2250483.11544107","0"
"301","sne","no","NYY","1989","1953399.47033769","1953399.47033769","1466362.56642348","2518049.08637904","0"
"301","sne","no","NYY","1990","2263570.33591487","2263570.33591487","1768585.42272646","3075789.24875442","0"
"301","sne","no","NYY","1991","2368465.95097815","2368465.95097815","1948220.60011957","2762287.67561103","0"
"301","sne","no","NYY","1992","2793561.47002","2793561.47002","1702496.14748502","3987416.88186683","0"
"301","sne","no","NYY","1993","1709467.08130006","1709467.08130006","1363567.02978254","1942222.02450893","0"
"301","sne","no","NYY","1994","2067189.75793683","2067189.75793683","1432532.98215511","2575667.19902947","0"
"301","sne","no","NYY","1995","1757906.37310394","1757906.37310394","1404712.8625642","2106489.96529467","0"
"301","sne","no","NYY","1996","3387892.44783492","3387892.44783492","2512580.67715819","4580363.31603627","0"
"301","sne","no","NYY","1997","2865271.36316866","2865271.36316866","2245477.37199895","3494996.62578081","0"
"301","sne","no","NYY","1998","3267166.32631112","3267166.32631112","2552942.27351328","3883072.44000044","0"
"301","sne","no","NYY","1999","1384011.9678734","1384011.9678734","1132135.73775657","1637213.85806034","0"
"301","sne","no","NYY","2000","2402654.63887275","2402654.63887275","1943178.2939633","3355218.62381931","0"
"301","sne","no","NYY","2001","1937238.56583281","1937238.56583281","1595890.90559841","2324423.45065372","0"
"301","sne","no","NYY","2002","2349111.39617473","2349111.39617473","1878009.33219949","2713094.40843826","0"
"301","sne","no","NYY","2003","1558084.46899504","1558084.46899504","1283194.38210613","1815766.24171877","0"
"301","sne","no","NYY","2004","1311516.73769274","1311516.73769274","1045547.51599972","1638254.9805708","0"
"301","sne","no","NYY","2005","2354568.71120492","2354568.71120492","1974457.47695428","2717484.61595","0"
"301","sne","no","NYY","2006","1960021.68609685","1960021.68609685","1762465.56430558","2337829.54436578","0"
"301","sne","no","NYY","2007","1720510.4460904","1720510.4460904","1474519.05020252","2361149.23993166","0"
"301","sne","no","NYY","2008","2642664.32904009","2642664.32904009","2103761.2857473","3418842.97800862","0"
"301","sne","no","NYY","2009","3543446.01559949","3543446.01559949","2867550.35268538","4480514.94640565","0"
"301","sne","no","NYY","2010","4337539.90102402","4337539.90102402","3687761.07753312","5208887.49773196","0"
"301","sne","no","NYY","2011","6286027.67851385","6286027.67851385","5175897.87513889","7487453.02377045","0"
"301","sne","no","NYY","2012","5384601.36644874","5384601.36644874","4581863.03519965","6342825.61761784","0"
"301","sne","no","NYY","2013","3549995.74093114","3549995.74093114","2956086.23352018","4159979.87947698","0"
"301","sne","no","NYY","2014","4836448.15972095","4836448.15972095","4235413.46470417","5649119.66700003","0"
"301","sne","no","NYY","2015","4403491.32342654","4403491.32342654","3765702.20618844","5058068.40203749","0"
"301","sne","no","NYY","2016","3618375.82201944","3618375.82201944","3035632.57056066","4088196.99653742","0"
"301","sne","no","NYY","2017","2304523.34025433","2304523.34025433","1922097.0022057","2711549.02372643","-1"
"301","sne","no","NYY","2018","2513446.44073183","2513446.44073183","2081267.52069216","3072031.4953883","0"
"301","sne","no","YYY","1976","1604198.70390908","1604198.70390908","1271414.80576959","1873230.29974416","0"
"301","sne","no","YYY","1977","2127822.20999173","2127822.20999173","1753454.98898007","2560677.21865623","0"
"301","sne","no","YYY","1978","1567312.80806816","1567312.80806816","1156799.75847363","1559440.19743852","0"
"301","sne","no","YYY","1979","1277329.67946118","1277329.67946118","1311350.23528748","1775012.47933129","0"
"301","sne","no","YYY","1980","2019501.63105915","2019501.63105915","1739352.94742538","2383978.95507171","0"
"301","sne","no","YYY","1981","1803556.49476491","1803556.49476491","1521630.49575839","2129922.3042967","0"
"301","sne","no","YYY","1982","1361032.72834208","1361032.72834208","1073968.37898584","1998768.0510605","0"
"301","sne","no","YYY","1983","1718313.96161763","1718313.96161763","1414997.13093577","2792852.86440825","0"
"301","sne","no","YYY","1984","1291167.67787237","1291167.67787237","1055101.45098385","1697659.02987607","0"
"301","sne","no","YYY","1985","2434015.58923156","2434015.58923156","1698025.90238405","2950417.54244367","0"
"301","sne","no","YYY","1986","2583210.61140904","2583210.61140904","2064932.08159391","3054396.46425538","0"
"301","sne","no","YYY","1987","1033225.02748609","1033225.02748609","779414.059995209","1276123.0538563","0"
"301","sne","no","YYY","1988","1602367.50721441","1602367.50721441","1203998.6359618","2287603.79009948","0"
"301","sne","no","YYY","1989","2043784.18710336","2043784.18710336","1626942.11634761","2508638.09857978","0"
"301","sne","no","YYY","1990","2326335.70706371","2326335.70706371","1839116.38999128","3175883.87565058","0"
"301","sne","no","YYY","1991","2479504.28934793","2479504.28934793","2067632.78539119","2838516.33044363","0"
"301","sne","no","YYY","1992","2970173.98667109","2970173.98667109","1808948.23635416","4200379.7801889","0"
"301","sne","no","YYY","1993","1769817.14441567","1769817.14441567","1433155.82129061","2010118.75888987","0"
"301","sne","no","YYY","1994","2181462.06314087","2181462.06314087","1581244.82926793","2684212.39415781","0"
"301","sne","no","YYY","1995","1862474.85342657","1862474.85342657","1505164.90198631","2212331.40380113","0"
"301","sne","no","YYY","1996","3539932.19009965","3539932.19009965","2704679.65931936","4638885.48564477","0"
"301","sne","no","YYY","1997","3062922.79912041","3062922.79912041","2424649.73257488","3676468.58235742","0"
"301","sne","no","YYY","1998","3452091.51578364","3452091.51578364","2761586.4510176","4042579.37463517","0"
"301","sne","no","YYY","1999","1447835.25678063","1447835.25678063","1184542.9770984","1694066.44794281","0"
"301","sne","no","YYY","2000","2572124.32591364","2572124.32591364","2092279.36230031","3548725.98121792","0"
"301","sne","no","YYY","2001","1998536.19819488","1998536.19819488","1671251.24406951","2371538.8061675","0"
"301","sne","no","YYY","2002","2422150.59811637","2422150.59811637","1961871.95117075","2750897.87498526","0"
"301","sne","no","YYY","2003","1623587.42109734","1623587.42109734","1346475.68483061","1879910.9651459","0"
"301","sne","no","YYY","2004","1397678.53532023","1397678.53532023","1131742.80897824","1727518.10638828","0"
"301","sne","no","YYY","2005","2466404.40627179","2466404.40627179","2089194.15291716","2829986.36366019","0"
"301","sne","no","YYY","2006","2052778.60437911","2052778.60437911","1866405.05288782","2434351.40399024","0"
"301","sne","no","YYY","2007","1806110.98698023","1806110.98698023","1554210.82127551","2427063.13946996","0"
"301","sne","no","YYY","2008","2783126.87446876","2783126.87446876","2230369.84428992","3575862.46482793","0"
"301","sne","no","YYY","2009","3777430.41172218","3777430.41172218","3105961.48334561","4746680.04951237","0"
"301","sne","no","YYY","2010","4639363.74229063","4639363.74229063","4011648.28066255","5510705.7605762","0"
"301","sne","no","YYY","2011","6646668.24757729","6646668.24757729","5534868.67984211","7850338.63756818","0"
"301","sne","no","YYY","2012","5668270.74787115","5668270.74787115","4862337.62550302","6590718.51665969","0"
"301","sne","no","YYY","2013","3808372.43263504","3808372.43263504","3209306.45559669","4436745.26868958","0"
"301","sne","no","YYY","2014","5486665.74130505","5486665.74130505","4872528.91016354","6288760.73545855","0"
"301","sne","no","YYY","2015","4821711.01657126","4821711.01657126","4194314.07791093","5446486.31524406","0"
"301","sne","no","YYY","2016","3982775.54095155","3982775.54095155","3453041.22060594","4436095.70663682","0"
"301","sne","no","YYY","2017","2304523.34025433","2304523.34025433","1922097.0022057","2711549.02372644","-6"
"301","sne","no","YYY","2018","2686110.99535061","2686110.99535061","2239198.19064766","3242946.59447788","0"
"301","sne","no","NYN","1976","2817045.68265122","2817045.68265122","1908461.46594215","3781836.19855588","0"
"301","sne","no","NYN","1977","3762291.85247035","3762291.85247035","2691635.33639617","4897900.96628565","0"
"301","sne","no","NYN","1978","2757185.79141295","2757185.79141295","1983697.406388","3520253.36895991","0"
"301","sne","no","NYN","1979","2622022.75872967","2622022.75872967","2014947.8506158","3321974.46922729","0"
"301","sne","no","NYN","1980","2890609.21751713","2890609.21751713","2204394.85210091","3485198.97935484","0"
"301","sne","no","NYN","1981","5367865.85201477","5367865.85201477","2783027.44625327","8420640.44507135","0"
"301","sne","no","NYN","1982","2653324.63505873","2653324.63505873","1819929.85467883","4281998.18569771","0"
"301","sne","no","NYN","1983","3641468.49795021","3641468.49795021","2594830.46654485","6759764.53426937","0"
"301","sne","no","NYN","1984","5680933.66087808","5680933.66087808","2423043.11881474","9727851.67063378","0"
"301","sne","no","NYN","1985","7044236.34887569","7044236.34887569","3706878.52768625","9913069.33730064","0"
"301","sne","no","NYN","1986","8114009.54624098","8114009.54624098","4327793.74272797","11948111.4003208","0"
"301","sne","no","NYN","1987","4733648.42743377","4733648.42743377","2668582.94038","7101042.82269755","0"
"301","sne","no","NYN","1988","5412252.64298446","5412252.64298446","2163709.58094584","8635620.06440636","0"
"301","sne","no","NYN","1989","6298741.21628037","6298741.21628037","2802752.13043363","9217809.52055599","0"
"301","sne","no","NYN","1990","5122841.48701838","5122841.48701838","3193370.10335221","8072892.42737583","0"
"301","sne","no","NYN","1991","5306646.90213431","5306646.90213431","3402890.39069574","7035159.816688","0"
"301","sne","no","NYN","1992","6715880.42042698","6715880.42042698","3658916.17321092","9809115.00236263","0"
"301","sne","no","NYN","1993","3783938.40900259","3783938.40900259","2382489.64117215","5075480.07391237","0"
"301","sne","no","NYN","1994","5060417.93206292","5060417.93206292","3122520.46511701","6972021.28749346","0"
"301","sne","no","NYN","1995","3346995.35924904","3346995.35924904","2131929.88003957","4736700.51042616","0"
"301","sne","no","NYN","1996","7735920.92565249","7735920.92565249","5359446.13375339","14036014.6420649","0"
"301","sne","no","NYN","1997","8124889.47969774","8124889.47969774","4020514.15263961","12105727.6367615","0"
"301","sne","no","NYN","1998","7808495.96391212","7808495.96391212","5314906.72643294","10516860.4247954","0"
"301","sne","no","NYN","1999","3710123.87218225","3710123.87218225","2718901.32357824","4717313.69655885","0"
"301","sne","no","NYN","2000","11580342.0319759","11580342.0319759","5236666.02064561","21861764.3149679","0"
"301","sne","no","NYN","2001","5465756.38603228","5465756.38603228","3785928.97621962","7190708.16438837","0"
"301","sne","no","NYN","2002","5410409.17170125","5410409.17170125","3577831.95292305","7189429.97930104","0"
"301","sne","no","NYN","2003","7548522.34763456","7548522.34763456","2972797.37543707","15127274.3951776","0"
"301","sne","no","NYN","2004","6886679.81409323","6886679.81409323","3095533.07367479","10866044.40988","0"
"301","sne","no","NYN","2005","4287502.16001125","4287502.16001125","2662921.44270301","6069015.03784118","0"
"301","sne","no","NYN","2006","3910705.52114991","3910705.52114991","2732025.77704284","5192834.61451612","0"
"301","sne","no","NYN","2007","4009182.44325174","4009182.44325174","2662840.70563074","5465771.79600902","0"
"301","sne","no","NYN","2008","5769991.04921149","5769991.04921149","4343038.46310915","7110925.49755368","0"
"301","sne","no","NYN","2009","10588429.8022864","10588429.8022864","7396488.08349518","13985160.7257566","0"
"301","sne","no","NYN","2010","10387182.1898014","10387182.1898014","7620033.80851585","13651321.2903649","0"
"301","sne","no","NYN","2011","17217585.2514476","17217585.2514476","10751533.8501867","24679205.6747468","0"
"301","sne","no","NYN","2012","12682372.8587869","12682372.8587869","8915370.9591187","16235879.8247835","0"
"301","sne","no","NYN","2013","16607673.5432619","16607673.5432619","10405931.55046","21139129.5331037","0"
"301","sne","no","NYN","2014","15645533.6406855","15645533.6406855","10451734.7672181","21623402.0740188","0"
"301","sne","no","NYN","2015","26013076.072783","26013076.072783","19056183.2674773","35235530.9171103","0"
"301","sne","no","NYN","2016","19916349.1269388","19916349.1269388","14708884.5128281","24573448.1702554","0"
"301","sne","no","NYN","2017","14225243.9182063","14225243.9182063","10403730.9976447","18221288.54836","-1"
"301","sne","no","NYN","2018","15685058.68309","15685058.68309","8264296.49004934","23071612.1841017","0"
"301","sne","no","YYN","1976","2777962.75322337","2777962.75322337","1890600.11575637","3701766.3244123","0"
"301","sne","no","YYN","1977","3793077.52465244","3793077.52465244","2761561.38670279","4873343.17373801","0"
"301","sne","no","YYN","1978","2837098.48492695","2837098.48492695","2087717.49672731","3575061.78395866","0"
"301","sne","no","YYN","1979","2578025.33804731","2578025.33804731","1973232.96679416","3272372.02555615","0"
"301","sne","no","YYN","1980","2957951.8653178","2957951.8653178","2295688.61121372","3522232.06763028","0"
"301","sne","no","YYN","1981","5709030.00988621","5709030.00988621","3171694.52033701","8746834.81732531","0"
"301","sne","no","YYN","1982","2742898.01201612","2742898.01201612","1903500.47891428","4420880.00548173","0"
"301","sne","no","YYN","1983","3747609.6293495","3747609.6293495","2645295.05776946","7036941.12273393","0"
"301","sne","no","YYN","1984","6071705.14051805","6071705.14051805","2838466.77878209","10134412.0355952","0"
"301","sne","no","YYN","1985","7532472.19936219","7532472.19936219","4135115.17423816","10355557.7847529","0"
"301","sne","no","YYN","1986","8191133.90844952","8191133.90844952","4468858.41936431","11949951.8129832","0"
